red_hist_0,red_hist_1,red_hist_2,red_hist_3,red_hist_4,red_hist_5,red_hist_6,red_hist_7,green_hist_0,green_hist_1,green_hist_2,green_hist_3,green_hist_4,green_hist_5,green_hist_6,green_hist_7,blue_hist_0,blue_hist_1,blue_hist_2,blue_hist_3,blue_hist_4,blue_hist_5,blue_hist_6,blue_hist_7,hog_feature_0,hog_feature_1,hog_feature_2,hog_feature_3,hog_feature_4,hog_feature_5,hog_feature_6,hog_feature_7,hog_feature_8,hog_feature_9,hog_feature_10,hog_feature_11,hog_feature_12,hog_feature_13,hog_feature_14,hog_feature_15,edge_density,edge_orientation_0,edge_orientation_1,edge_orientation_2,edge_orientation_3,texture_feature_0,texture_feature_1,texture_feature_2,texture_feature_3,texture_feature_4,texture_feature_5,texture_feature_6,texture_feature_7,area,perimeter,circularity,aspect_ratio,num_keypoints,keypoint_density,class_id,class_name
237.4592929288823,236.6109037110275,205.63261642400659,217.9751645919131,152.51745467465042,196.4459953859717,195.03280912579953,227.7353704113583,202.9746718111102,181.44452440254224,173.62135566510722,184.46532395974117,100.49959357027588,146.1063972862379,196.85514931501274,168.3787401043449,146.88713535830192,151.7065336888336,198.0752768473605,224.0685873906467,144.17507938175706,171.17228426393905,172.5122186742853,180.54092555662442,0.6002979379620299,0.8361920481063956,0.8780502666196576,0.9915759439887086,0.799164048993822,0.7947711889015747,0.944420839185986,0.5986386497654707,0.9923176375243602,0.8264552152058785,0.8542728795557922,0.9068212186930682,0.5517345401541118,0.7602292208106745,1.243375068240028,0.9202497242980299,0.5423321557889371,214.47605039053497,325.5451460482357,295.11487313452795,346.88979951670865,0.716389758762008,0.8573516435228332,0.6845190873958488,0.4163172225067699,0.5267643999636863,0.5308682522264804,0.6117240539432343,0.5112011629695863,1477.0396498670025,169.58384410508236,0.822459933761237,1.1820048727135979,117.0,0.07921249778943651,38,Keep right
219.45211913992273,166.96460373165206,153.98270665878704,143.02061248221798,258.1452628176553,145.6857188572757,151.0873292608708,172.3021474314199,155.96819816480354,152.684382080153,138.7147661592574,161.83408265917762,145.77446894859457,165.48797198753974,149.79351029170343,150.74105971916612,132.79303908953386,193.08408156681065,176.7712733357111,201.85501372115016,137.37980221152634,185.78873137420376,145.8920264964496,187.8775989264627,0.6847858316688662,0.7880851500675418,0.6384638079061075,0.9309724389096792,0.9681099236421935,0.7867036608333637,0.8004546203629505,0.9789162960155184,0.9246401544611594,0.7745639529350535,0.8986060766465245,0.5740241765416437,0.7407531218017486,1.1058246126817879,0.9014783611882149,0.9547702254800041,0.25984818883726307,195.5322018071125,279.15210025825655,205.96546994782793,226.05050084064445,0.5233058307938995,0.3176917666981445,0.2682452796745202,0.2789833396661822,0.4548177282619602,0.5890232664003134,0.46242974158604794,0.6591454844685937,1926.7055881880308,199.27721929182744,0.7993158474643388,1.1590254293363982,39.0,0.020241805618406664,28,Children crossing
174.2397386186742,126.8701259199814,148.73809729441808,187.26644835543001,130.43239072813765,163.9270258500314,200.8744405474823,211.31146305400847,155.23554240774575,162.88758331430174,129.78897105797793,124.25747028494813,48.541731580137025,130.65445538635655,170.4615378976858,95.59439714559517,181.49276590318902,128.8202135409416,193.71327505983498,140.01932128496063,205.69183566709154,149.91181401658372,158.5463723839458,125.30512189685206,0.5868651614586062,0.5020480807933017,0.46884118593239815,0.5786286481012777,0.7592118558452502,1.0095889030199765,0.6874101124872282,0.7568187735385282,1.016238598314653,0.889031636509608,0.7321554535217021,0.879395088898372,0.7241344045809839,0.945301694536705,0.8155289597262181,0.37806382638199576,0.38693224513667035,216.02167516263154,152.78743977727504,197.98244448746314,82.95104729775927,0.47325683545020586,0.3549647578311226,0.48307916972067444,0.33546479291595793,0.6358680549009869,0.396566282750932,0.4419605454454287,0.4972411355628967,943.5118628809736,169.21909824302887,0.7612728457582685,0.9783184607406104,34.0,0.03603558295089416,20,Dangerous curve to the right
113.32876814754465,95.98931195648808,184.39638464534215,166.83389765997737,131.19848896377178,188.70450965731908,198.4333231592637,120.44409320483992,141.82838008867927,87.01315574149419,124.04099735496959,170.72176808208056,124.60776106452613,134.87521752073758,119.00444965238555,126.6608547092692,135.48168954257378,80.56277848774258,180.44174146007285,121.38135202436027,108.17598117451215,127.3768815313646,130.52352554065914,85.34110801061819,0.8730553712441284,0.6649496180957144,0.5712213502080705,0.27570077455964626,0.25565880439267485,0.8966136234020997,0.5741062613525202,0.5734944364520177,0.45026988838633614,0.1531641637862286,0.7990161775560416,0.7184422134990396,0.5682489248542604,0.2101006354146433,0.770144158884382,0.41218944151443615,0.5456209330277841,28.025746692200332,23.57470259890058,106.67331772559866,-9.081161369034831,0.34172376650679853,0.3676375423185858,0.300888191900184,0.2530907682411354,0.336603358410831,0.430791522260933,0.4496345187324494,0.4559631343855538,907.6107340085596,109.05205656874739,0.8033585999922912,0.9724483609031656,37.0,0.04076637551055126,5,Speed limit (80km/h)
131.77722251334816,174.9863066436859,124.36242187391059,129.79534645816412,108.00218524588013,93.50815194515954,120.89636638652439,119.51568198013229,84.12186609175546,115.56573413623865,99.90218009314255,91.11633712596985,135.0912220568878,83.24992897168849,82.92052108910391,110.5112393761274,111.82626183134212,137.86945993650423,145.9966061075563,92.35381550238601,145.65262483447395,145.95161101792254,148.91246680699308,135.31192745131608,0.573248157897709,0.33273248839959313,0.5923573887184107,0.6081739202545479,0.48589057552739645,0.2167233252970197,0.4677794544583892,0.8311384141913106,0.42752367572841055,0.6804466618942131,0.431938103567608,0.529959119225222,0.6823885938154355,0.7322720155902029,0.6491793418573683,0.6657849547577213,0.770012021663453,96.50223909402828,41.793694293360886,19.59637421287633,61.45948887479227,0.3303208563495009,0.5277856440906019,0.3698140185231498,0.5513280009813324,0.3777655914907208,0.3813125831499739,0.314272989036897,0.496467547540447,1268.485172117194,197.61641798379213,0.8974446338374844,1.0273013456646842,50.0,0.03941709457789433,2,Speed limit (50km/h)
219.25965476153,228.59911843896253,169.3399300341611,162.13651007643116,175.65167424935584,178.8387677042268,164.88453639023047,181.39270575796252,135.148746089679,135.27307307220266,149.77398902668017,156.0006894497388,95.86438547553857,168.23781883285855,148.133231736373,185.62416806517587,209.2437217921991,185.9510818826089,163.29668280584698,221.11546019804024,114.53285468068142,214.1815832174274,236.12073309590173,172.138086346053,0.9094967680267836,0.9823756425645666,0.5998948493076959,0.8189343336440068,0.962469399176097,1.2257082067901548,0.9024300517300916,0.6766639499505751,1.068529832066125,0.8036172073159923,1.099220381230569,0.5996315755418719,0.7715411317910683,1.0484827304476156,0.8998936803043132,0.5567327909315742,0.46512442076009486,333.17424097137354,244.99673199831085,244.09063148436448,197.46388969937863,0.5052244627679571,0.5075310118905866,0.5238188911504134,0.3728864161066784,0.6942063341630179,0.6371548892876339,0.5429436253834338,0.7294077160069794,1134.2684899246183,166.43759258171113,0.7222560147847243,1.1575509779600082,103.0,0.09080742426940311,35,Ahead only
158.4832446641972,173.71503621895613,170.21192421458,198.3516331124705,222.47507553880607,218.45001220036153,255.44966236882254,180.39570213254066,134.6764160492391,175.67431156180578,139.1457105714185,126.21207768743236,165.49637052970604,158.56454475414762,128.53345652598264,121.10728007291065,159.79790844179448,214.02220739771937,189.6913577816979,183.30154313146284,169.4762192558608,161.48030680539875,204.28629036819208,188.33971607751084,0.8046543676970658,0.8298626812543463,1.1272330007046327,0.6289157562216312,0.7795914749530617,0.9325538445711459,0.7475889014555003,0.7092262128935328,0.5393142302533869,0.4932257447769619,0.8522738713015163,0.9824059225065098,1.025808878606093,0.672716794363738,0.5805857588329323,0.8480387410117257,0.5021716422853426,304.05648019450155,258.3515136861904,229.74767594928485,264.50854192992784,0.6638182620125659,0.6149705302498576,0.3533290113369887,0.6975189284989481,0.7139534036611781,0.5171599422034128,0.47121511905808444,0.49601986704286555,1046.4368414621001,143.92152641602598,0.4219990798374836,1.1368459100908685,47.0,0.044914320805382546,31,Wild animals crossing
120.16868187306326,175.7954023363763,136.086897246939,115.35231342514484,112.63603947873742,160.1602938068341,128.664733089824,102.51060356843601,116.5059741302994,84.58972517708581,101.07273374987646,136.97091857656497,130.9427369515468,79.28981211567778,153.46965493396556,117.29526232800707,127.38201626957043,111.27159008728769,202.08975517445145,82.75386679267373,124.17805261481752,116.14840115931145,144.7622757244609,171.32387053508424,0.759465382691373,0.5909183492383883,0.6109738295522533,0.63266326277466,0.4865973388370587,0.6148445380072066,0.44865037301206734,0.23908711297047824,0.4292353260896126,0.7490392000842764,0.5323365073336851,0.3425050571845264,0.23722650848162963,0.38045835313342025,0.647251113639715,0.8638513442355475,0.6576713377268172,49.62805230752695,152.90833039146284,75.2982582635737,11.498174764774056,0.15010649829801317,0.31366591846509423,0.3554466399011626,0.44237036747504627,0.1988246682090221,0.3687800445967153,0.4149216718475178,0.30915248332697076,630.5195944307587,177.92491791352603,0.49917294602614226,0.9206100079830735,32.0,0.050751793096755406,5,Speed limit (80km/h)
192.34188212028155,236.2526571831761,194.11238107569406,229.42744458144955,256.9270127630517,187.22985436134903,210.96996751858848,173.27916352535948,167.29044037291357,192.93790020799213,187.07186990404492,136.11084166820115,160.39742222099784,188.97234470966671,165.4736140001904,141.90062347131197,117.94303109738186,210.59518300731892,198.59294506420528,215.8108851662159,199.01106319892662,148.84982838105302,179.42801272857153,227.4398746454127,1.0331559283033314,1.0500119688287857,0.6331620653393999,0.9748901140162646,1.1327831193283564,1.163298167064263,0.983564266153603,0.7487233827643482,1.1950196499906804,1.0280003978517462,0.9761623552757666,0.6016982680439704,1.1375345677255515,0.685379006128326,1.0326714496773608,0.7364558470529109,0.3195535320901959,361.1379274869861,282.1672028641729,252.14524488329508,267.8088333947362,0.5007505209126832,0.7945619009748752,0.8309195099577742,0.6673807736352999,0.435205553303324,0.5332634348365551,0.6224027486191189,0.6870607158349511,1830.389551840316,182.3926199989672,0.3075308816621883,1.145632967237061,106.0,0.05791116972527796,40,Roundabout mandatory
151.55497986024477,189.32849439694624,170.1273600560181,144.38555217882177,87.00396611106558,114.11317910718176,132.05174243077957,64.9184773667273,90.69872661947537,114.90579169541252,91.99151837902673,105.53536332851581,110.13944411170675,82.20781953405064,108.20024766883617,89.5592497824068,134.62088013704854,83.991334463463,123.30670457479238,136.08833530048042,126.99413498265238,171.22324897694781,155.25716567938755,130.2505071235195,0.5741312079749223,0.791983135585986,0.7832140849589453,0.8054660823078827,0.52605184613236,0.4869270017291721,0.5867905343335986,0.698616759012159,0.6391017701543801,0.8108179180701209,0.8087458867271209,0.5903064944385948,0.4515866163840219,0.5347446711639109,0.6158797873469455,0.602550490210169,0.6113385528021114,98.24753606485717,87.83703887155751,114.47630811146996,120.82606548576575,0.4707601637419911,0.39565603148185485,0.23093691299492664,0.40334920001741653,0.4105138121929671,0.271212611345882,0.49621799931323113,0.4338548049989639,1386.704285537388,135.09594514182615,0.8041157543417192,0.9039375883043479,49.0,0.03533557984282935,7,Speed limit (100km/h)
