Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,Williams_R,True_Range,ATR,ROC_5,ROC_10,Volume_SMA,Volume_Ratio,Momentum_5,Momentum_10,CCI,MFI,Next_Close,Price_Change,Price_Change_Pct,Price_Up,Strong_Up,Strong_Down,Next_3_Close,Next_5_Close,Next_10_Close,Next_5_Volatility,Close_Lag_1,Volume_Lag_1,RSI_Lag_1,Close_Lag_2,Volume_Lag_2,RSI_Lag_2,Close_Lag_3,Volume_Lag_3,RSI_Lag_3,Close_Lag_5,Volume_Lag_5,RSI_Lag_5,Close_Lag_10,Volume_Lag_10,RSI_Lag_10,Price_to_SMA_5,Price_to_SMA_20,Price_to_SMA_50,Price_Volatility_5,Price_Volatility_20,Trend_5,Trend_20,Bull_Market,Bear_Market,High_Volatility,Low_Volatility
2023-01-26 01:19:21.305279,82.73,84.22,82.73,84.02,1369031,82.99,84.545,87.237,95.178,85.15561568781558,88.19456333006691,-3.0389476422513297,-3.003427526307115,-0.03552011594421467,27.03766160764475,87.237,94.22352869155328,80.2504713084467,13.973057383106578,0.2697712167210198,32.07698476343224,20.286706235554902,-67.92301523656776,1.4899999999999949,2.5442857142857185,-2.325040688212044,-0.7325141776937671,1161617.4,1.178555865296095,-2.0,-0.6200000000000045,-82.59896723368314,27.80739303069143,81.1,-2.9200000000000017,-3.475363008807429,0,0,1,81.08,81.04,83.08,0.5970092126609161,83.41,901146.0,30.662393162393144,81.64,1217592.0,21.04984093319193,82.36,1315700.0,21.9713656387665,86.02,1047519.0,38.85653785071466,84.64,1305527.0,30.234786775275495,1.012411133871551,0.9631234453270975,0.8827670259934018,0.9666436778885401,3.4932643457766432,-1,-1,0,1,0,0
2023-01-27 01:19:21.305279,83.94,83.94,80.74,81.1,1623626,82.506,84.15299999999999,86.78049999999999,94.8,84.53155031944439,87.65845636191568,-3.1269060424712904,-3.0281235115182534,-0.09878253095303702,26.0,86.78049999999999,94.12742051492556,79.43357948507442,14.693841029851143,0.11340945580806099,9.068010075566727,22.374002111083954,-90.93198992443328,3.280000000000001,2.5628571428571476,-2.8975095785440637,-4.6106798400376405,1200359.7,1.3526162199547354,-2.4200000000000017,-3.9200000000000017,-110.40936446002269,27.95983689628872,81.67,0.5700000000000074,0.7028360049321917,1,0,0,80.02,82.75,84.74,0.9991346255645314,84.02,1369031.0,27.03766160764475,83.41,901146.0,30.662393162393144,81.64,1217592.0,21.04984093319193,83.52,1256178.0,36.068796068796075,85.02,1253791.0,30.66666666666663,0.9829588151164763,0.934541746129603,0.8554852320675105,1.2101156969488205,3.6734602574627884,-1,-1,0,1,0,0
2023-01-28 01:19:21.305279,80.2,82.5,80.2,81.67,944704,82.36800000000001,83.689,86.40450000000001,94.4126,84.09123748517511,87.20660742141295,-3.1153699362378404,-3.0455729558521174,-0.06979698038572302,26.595174262734602,86.40450000000001,93.99779198423832,78.81120801576171,15.186583968476612,0.18824457100901698,15.774378585086085,18.973124474695023,-84.22562141491392,2.299999999999997,2.50571428571429,-0.837785332685767,-5.37597033947399,1194401.6,0.7909433476981276,-0.6899999999999977,-4.640000000000001,-109.97434183574438,27.872236064311934,81.08,-0.5900000000000034,-0.7224194930819191,0,0,0,81.04,84.33,83.97,1.6998617590856973,81.1,1623626.0,26.0,84.02,1369031.0,27.03766160764475,83.41,901146.0,30.662393162393144,82.36,1315700.0,21.9713656387665,86.31,1489478.0,38.286280336800374,0.9915258352758352,0.9452054001817034,0.8650328451922731,1.2688459323345516,3.7966459921191493,-1,-1,0,1,0,0
2023-01-29 01:19:21.305279,81.09,81.22,80.69,81.08,1151177,82.256,83.13199999999999,85.83149999999999,94.01799999999999,83.62790400257292,86.74497123605937,-3.117067233486452,-3.0598719158687513,-0.05719531761770069,31.492063492063508,85.83149999999999,93.2016425395059,78.46135746049409,14.740285079011812,0.1776520959716382,12.282734646581703,12.375041102411508,-87.7172653534183,0.980000000000004,2.318571428571432,-0.6859382655561027,-6.428159261396431,1199873.55,0.9594152650502213,-0.5600000000000023,-5.570000000000007,-109.21152800434992,27.933233983209988,80.02,-1.0600000000000023,-1.3073507646768652,0,0,0,82.75,82.96,83.7,1.6965405978053927,81.67,944704.0,26.595174262734602,81.1,1623626.0,26.0,84.02,1369031.0,27.03766160764475,81.64,1217592.0,21.04984093319193,86.65,947496.0,37.070707070707094,0.9857031705893795,0.9446415360328085,0.8623880533514859,1.3698649568486454,3.6850712697529557,-1,-1,0,1,0,0
2023-01-30 01:19:21.305279,80.91,80.94,79.61,80.02,1229190,81.578,82.484,85.2045,93.575,83.07277475828633,86.23889410968901,-3.166119351402685,-3.0811215272009056,-0.08499782420177926,34.112792297111426,85.2045,92.29271846817907,78.11628153182092,14.176436936358158,0.13428751362033942,4.535398230088455,10.864170487252084,-95.46460176991155,1.4699999999999989,2.2378571428571457,-4.064260879990409,-7.49132947976879,1207225.8,1.0181939451592237,-3.3900000000000006,-6.480000000000004,-117.10014527391183,28.185867573267288,81.04,1.0200000000000102,1.2746813296675958,1,0,0,84.33,82.49,81.89,1.1753425032737577,81.08,1151177.0,31.492063492063508,81.67,944704.0,26.595174262734602,81.1,1623626.0,26.0,83.41,901146.0,30.662393162393144,86.5,1233865.0,38.83597883597885,0.9809017136973203,0.9391522748211656,0.8551429334758215,1.4896039742166276,3.5441092340895377,-1,-1,0,1,0,0
2023-01-31 01:19:21.305279,79.37,81.49,79.37,81.04,1179470,80.982,81.986,84.72399999999999,93.0892,82.76000819602608,85.84812037548939,-3.088112179463309,-3.0825196641922004,-0.005592515271108489,36.89064558629782,84.72399999999999,91.55620670216118,77.8917932978388,13.664413404322374,0.23039457377404524,17.99568965517243,11.6046075106142,-82.00431034482757,2.1199999999999903,2.279285714285716,-3.54677457748154,-5.789351313647977,1199400.25,0.9833831533718623,-2.9799999999999898,-4.97999999999999,-98.89607725320202,35.16553182108932,82.75,1.7099999999999937,2.110069101678176,1,1,0,82.96,83.08,79.97,0.7115265279677121,80.02,1229190.0,34.112792297111426,81.08,1151177.0,31.492063492063508,81.67,944704.0,26.595174262734602,84.02,1369031.0,27.03766160764475,86.02,1047519.0,38.85653785071466,1.0007162085401695,0.9565176337283416,0.8705628579899709,0.5970092126609161,3.41610335108059,-1,-1,0,1,0,0
2023-02-01 01:19:21.305279,81.12,83.83,81.12,82.75,1101138,81.312,81.909,84.252,92.64640000000001,82.75846834031805,85.61550455329449,-2.857036212976439,-3.037422805221667,0.1803865922452279,38.5897435897436,84.252,90.15338823988884,78.35061176011115,11.802776479777691,0.3727418076099764,44.01041666666665,22.18050151730918,-55.98958333333335,2.789999999999992,2.183571428571429,2.034525277435272,-0.9219348659003784,1200813.6,0.9169932785571382,1.6500000000000057,-0.769999999999996,-47.6475538550968,33.3714890871605,84.33,1.5799999999999983,1.9093655589123848,1,0,0,82.49,84.74,81.31,0.9634054182958153,81.04,1179470.0,36.89064558629782,80.02,1229190.0,34.112792297111426,81.08,1151177.0,31.492063492063508,81.1,1623626.0,26.0,83.52,1256178.0,36.068796068796075,1.017684966548603,0.9821725300289608,0.8931809546836141,0.9991346255645314,2.9506941199444263,1,-1,0,1,0,0
2023-02-02 01:19:21.305279,82.93,84.36,82.93,84.33,1056931,81.844,82.106,83.96950000000001,92.24400000000001,83.00026014507988,85.51908243201402,-2.518822286934139,-2.9337023911128486,0.4148801041787098,43.11163895486934,83.96950000000001,89.2215731746219,78.71742682537813,10.504146349243769,0.5343197807812284,64.58333333333331,42.19647988505747,-35.416666666666686,1.6099999999999994,2.2464285714285714,3.257009917962528,2.39193783389995,1175961.85,0.8987800071915597,2.6599999999999966,1.9699999999999989,-5.597334219242318,33.687480347091466,82.96,-1.3700000000000045,-1.6245701411123021,0,0,0,83.08,83.97,83.56,0.899038375155224,82.75,1101138.0,38.5897435897436,81.04,1179470.0,36.89064558629782,80.02,1229190.0,34.112792297111426,81.67,944704.0,26.595174262734602,82.36,1315700.0,21.9713656387665,1.0303748594887836,1.0042932255164077,0.9142058020033822,1.6998617590856973,2.6260365873109413,1,-1,0,1,0,0
2023-02-03 01:19:21.305279,85.08,85.08,82.72,82.96,1157732,82.22,82.238,83.5975,91.74700000000001,82.99406589285445,85.32731172596277,-2.3332458331083217,-2.8136107919496927,0.480364958841371,40.199335548172755,83.5975,87.89989529368954,79.29510470631045,8.604790587379085,0.42591336261744195,46.74479166666657,51.77951388888885,-53.25520833333343,2.3599999999999994,2.3514285714285714,2.31869758263443,1.616854483096513,1193767.5,0.9698136362398876,1.8799999999999955,1.3199999999999932,-4.757956962116755,33.9332507839852,82.49,-0.46999999999999886,-0.5665380906460932,0,0,0,84.74,83.7,83.48,0.8586209873988202,84.33,1056931.0,43.11163895486934,82.75,1101138.0,38.5897435897436,81.04,1179470.0,36.89064558629782,81.08,1151177.0,31.492063492063508,81.64,1217592.0,21.04984093319193,1.0090002432498175,0.9923741738688358,0.9042257512507219,1.6965405978053927,2.1511976468447696,1,-1,0,1,0,0
2023-02-04 01:19:21.305279,82.57,83.03,81.84,82.49,1291388,82.714,82.146,83.3765,91.2066,82.91651322851558,85.1148746495966,-2.1983614210810174,-2.690560682058777,0.4921992609777597,40.22160664819945,83.3765,87.40801936880584,79.34498063119415,8.063038737611691,0.39005385824766814,45.48104956268208,52.26972485422733,-54.518950437317926,1.1899999999999977,2.335,3.0867283179205187,-1.1029852535667206,1203633.95,1.0729075895541165,2.469999999999999,-0.9200000000000017,-39.14817394765679,33.53698801563516,83.08,0.5900000000000034,0.7152382106922093,1,0,0,83.97,81.89,85.2,1.06819005799611,82.96,1157732.0,40.199335548172755,84.33,1056931.0,43.11163895486934,82.75,1101138.0,38.5897435897436,80.02,1229190.0,34.112792297111426,83.41,901146.0,30.662393162393144,0.9972918732016345,0.9893675076310472,0.9044301618523221,1.1753425032737577,2.0157596844029264,1,-1,0,1,0,0
